Id,Name,Person_To,Date,Time,Message,Said_Yes,Said_No
1575,Marc Larock,All Participants,"March 4, 2021",10:33:10 AM,it was great.,0,0
1576,Marc Larock,All Participants,"March 4, 2021",10:33:14 AM,thanks.,0,0
1577,Marc Larock,All Participants,"March 4, 2021",10:38:27 AM,nope.,0,0
1578,Sarah Jiang,All Participants,"March 4, 2021",10:38:29 AM,no questions,0,1
1579,Hamza Waseem,All Participants,"March 4, 2021",10:38:37 AM,no questions,0,1
1580,Miguel Angel Garza Robledo,All Participants,"March 4, 2021",10:38:38 AM,so far so good,0,0
1581,Marc Larock,All Participants,"March 4, 2021",10:42:41 AM,i think so.,0,0
1582,Abtin Khodadadi,All Participants,"March 4, 2021",10:42:42 AM,yes,1,0
1583,Marc Larock,All Participants,"March 4, 2021",10:43:30 AM,okay.,0,0
1584,Marc Larock,All Participants,"March 4, 2021",10:44:11 AM,yes.,0,0
1585,Sarah Jiang,All Participants,"March 4, 2021",10:44:19 AM,yes,1,0
1586,Miguel Angel Garza Robledo,All Participants,"March 4, 2021",10:44:29 AM,some what,0,0
1587,Marc Larock,All Participants,"March 4, 2021",10:46:10 AM,okay.,0,0
1588,Miguel Angel Garza Robledo,All Participants,"March 4, 2021",10:47:28 AM,what is done at least once? ,0,0
1589,Marc Larock,All Participants,"March 4, 2021",10:47:30 AM,pretty much.,0,0
1590,Miguel Angel Garza Robledo,All Participants,"March 4, 2021",10:47:35 AM,ok,0,0
1591,Jacob Sears,All Participants,"March 4, 2021",10:47:36 AM,yes,1,0
1592,Miguel Angel Garza Robledo,All Participants,"March 4, 2021",10:51:46 AM,did you say bootstrap server earlier?,0,0
1593,Miguel Angel Garza Robledo,All Participants,"March 4, 2021",10:52:12 AM,"does it use the model, view, controller model?",0,0
1594,Marc Larock,All Participants,"March 4, 2021",10:52:13 AM,yes.,0,0
1595,Miguel Angel Garza Robledo,All Participants,"March 4, 2021",10:52:24 AM,ok,0,0
1596,Marc Larock,All Participants,"March 4, 2021",10:56:19 AM,i think so.,0,0
1597,Sarah Jiang,All Participants,"March 4, 2021",10:57:36 AM,Theres one team with some tasks pending,0,0
1598,Wayne Tam,All Participants,"March 4, 2021",10:58:47 AM,We need 2 use case per person?,0,0
1599,Wayne Tam,All Participants,"March 4, 2021",10:58:52 AM,I mean per pair,0,0
1600,Sarah Jiang,All Participants,"March 4, 2021",10:59:22 AM,Yesterday I thought it was stated that each team has one use case? It will be difficult to not have overlapping use cases if each team gets two ,0,0
1601,Sarah Jiang,All Participants,"March 4, 2021",10:59:34 AM,Ok got it ,0,0
1602,Sarah Jiang,All Participants,"March 4, 2021",11:00:01 AM,Ok ,0,0
1603,Sarah Jiang,All Participants,"March 4, 2021",11:00:14 AM,Got it ,0,0
1604,Marc Larock,All Participants,"March 4, 2021",11:02:12 AM,yes,1,0
1605,Hamza Waseem,All Participants,"March 4, 2021",11:02:13 AM,yes,1,0
1606,Arpit Hasmukhbhai Patel,All Participants,"March 4, 2021",11:02:14 AM,yes,1,0
1607,Jacob Sears,All Participants,"March 4, 2021",11:02:14 AM,yes,1,0
1608,Miguel Angel Garza Robledo,All Participants,"March 4, 2021",11:02:18 AM,ys,0,0
1609,Wayne Tam,All Participants,"March 4, 2021",11:02:20 AM,yes,1,0
1610,Sarah Jiang,All Participants,"March 4, 2021",11:02:23 AM,Yes ,1,0
1611,Sarah Jiang,All Participants,"March 4, 2021",11:03:11 AM,"Question - if teams want to use 2 use cases, are the use cases allowed to overlap between teams? ",0,0
1612,Sarah Jiang,All Participants,"March 4, 2021",11:03:43 AM,Ok got it ,0,0
1613,Sarah Jiang,All Participants,"March 4, 2021",11:34:23 AM,"Neeraj, question - it's ok to use the same data file for two different use cases as long as all the other supporting evidence is different correct?",0,0
1614,Neeraj k,All Participants,"March 4, 2021",11:35:01 AM,ok,0,0
1615,Sarah Jiang,All Participants,"March 4, 2021",11:35:25 AM,thanks for the clarification ,0,0
1616,Neeraj k,All Participants,"March 4, 2021",11:35:39 AM,the factors should be different,0,0
1617,Sarah Jiang,All Participants,"March 4, 2021",11:36:10 AM,"by factors are you referring to things such as scripts, output screenshots?",0,0
1618,Neeraj k,All Participants,"March 4, 2021",11:36:42 AM,yess,0,0
1619,Sarah Jiang,All Participants,"March 4, 2021",11:36:49 AM,got it ,0,0
1620,Neeraj k,All Participants,"March 4, 2021",11:37:08 AM,cool,0,0
1621,Marc Larock,All Participants,"March 4, 2021",11:40:11 AM,@Neeraj I think my scala eclipse crashed again. can you take a look at it?,0,0
1622,Marc Larock,All Participants,"March 4, 2021",11:40:59 AM,machine #7,0,0
1623,Neeraj k,All Participants,"March 4, 2021",11:43:28 AM,go to the folder - downloads,0,0
1624,Neeraj k,All Participants,"March 4, 2021",11:43:42 AM,delete the extracted folder,0,0
1625,Neeraj k,All Participants,"March 4, 2021",11:43:56 AM,and extract sbt-scala-ide,0,0
1626,Neeraj k,All Participants,"March 4, 2021",11:44:04 AM,and that should do,0,0
1627,Neeraj k,All Participants,"March 4, 2021",11:44:10 AM,i want you to try it ,0,0
1628,Neeraj k,All Participants,"March 4, 2021",11:44:30 AM,so that in future if you are stuck you can pick it without any help,0,0
1629,Neeraj k,All Participants,"March 4, 2021",11:44:52 AM,so try step1 - delete the folder where the eclipse is extracted ,0,0
1630,Neeraj k,All Participants,"March 4, 2021",11:45:11 AM,try and i will guide you ,0,0
1631,Marc Larock,All Participants,"March 4, 2021",11:46:00 AM,okay. doing that.,0,0
1632,Marc Larock,All Participants,"March 4, 2021",11:48:54 AM,okay. i deleted and re-extracted.,0,0
1633,Marc Larock,All Participants,"March 4, 2021",11:49:20 AM,should I re-start eclipse and see if that works?,0,0
1634,Neeraj k,All Participants,"March 4, 2021",11:49:32 AM,now create a new workspace at a different location,0,0
1635,Neeraj k,All Participants,"March 4, 2021",11:49:50 AM,open the eclipse from the extracted folder,0,0
1636,Neeraj k,All Participants,"March 4, 2021",11:50:22 AM,and create a new workspace by specifying a new location,0,0
1637,Neeraj k,All Participants,"March 4, 2021",11:51:07 AM,let me know once done,0,0
1638,Neeraj k,All Participants,"March 4, 2021",11:51:20 AM,i will give you the next step,0,0
1639,Marc Larock,All Participants,"March 4, 2021",11:52:05 AM,i got the eclipse open.,0,0
1640,Neeraj k,All Participants,"March 4, 2021",12:01:05 PM,let me know if anyone needs more help,0,0
1641,Sarah Jiang,All Participants,"March 4, 2021",12:18:22 PM,When is the deadline for completing the presentation? ,0,0
1642,Neeraj k,All Participants,"March 4, 2021",12:19:00 PM,today by 5 pm est,0,0
1643,Neeraj k,All Participants,"March 4, 2021",12:19:21 PM,they have to be uploaded on the drive ,0,0
1644,Sarah Jiang,All Participants,"March 4, 2021",12:19:28 PM,Got it ,0,0
1645,Neeraj k,All Participants,"March 4, 2021",12:19:35 PM,and we can look at it tomorrow,0,0
1646,Sarah Jiang,All Participants,"March 4, 2021",12:19:52 PM,Do they have time tomorrow to work on it?,0,0
1647,Hamza Waseem,All Participants,"March 4, 2021",12:20:47 PM,"Since it is a presentation, are we allowed to work on it after hours if we need to edit a few things later on?",0,0
1648,Neeraj k,All Participants,"March 4, 2021",12:21:30 PM,the ppts have to be ready by today. You can upload the first draft of it by 5 pm,0,0
1649,Hamza Waseem,All Participants,"March 4, 2021",12:21:47 PM,"got it, thanks.",0,0
1650,Neeraj k,All Participants,"March 4, 2021",12:21:48 PM,and then add content if you need,0,0
1651,Neeraj k,All Participants,"March 4, 2021",12:22:18 PM,"one draft has be ready by 5, incase you wish to add content to it ",0,0
1652,Neeraj k,All Participants,"March 4, 2021",12:22:41 PM,you can do it by 12 PM EST,0,0
1653,Neeraj k,All Participants,"March 4, 2021",12:22:48 PM,TOMOrrow,0,0
1654,Neeraj k,All Participants,"March 4, 2021",12:23:26 PM,@Sarah you can help the teams with the PPT,0,0
1655,Neeraj k,All Participants,"March 4, 2021",12:23:43 PM,check the ppts before the first draft goes on the drive ,0,0
1656,Sarah Jiang,All Participants,"March 4, 2021",12:24:10 PM,Yes I've asked all teams to call me when they are done so we can go over their ppt,1,0
1657,Neeraj k,All Participants,"March 4, 2021",12:24:19 PM,ok,0,0
1658,Sarah Jiang,All Participants,"March 4, 2021",12:27:55 PM,How did you want the teams to time their code? ,0,0
1659,Neeraj k,All Participants,"March 4, 2021",12:28:32 PM,45 mins on overall ,0,0
1660,Neeraj k,All Participants,"March 4, 2021",12:28:38 PM,can go to 1hour,0,0
1661,Sarah Jiang,All Participants,"March 4, 2021",12:30:27 PM,I mean by the first question in the research section ,0,0
1662,Sarah Jiang,All Participants,"March 4, 2021",12:30:52 PM,"Asking to time RDD, DF, and DS ",0,0
1663,Neeraj k,All Participants,"March 4, 2021",12:31:53 PM,if a job is run with rdd and if the same is done with df and ds ,0,0
1664,Neeraj k,All Participants,"March 4, 2021",12:32:01 PM,how much time is consumed ,0,0
1665,Neeraj k,All Participants,"March 4, 2021",12:32:12 PM,what's the differece ?,0,0
1666,Neeraj k,All Participants,"March 4, 2021",12:32:31 PM,they need to research on tools that get the time ,0,0
1667,Sarah Jiang,All Participants,"March 4, 2021",12:32:50 PM,Are they timing in the code with a library that provides a timer function or can they use their phones? ,0,0
1668,Neeraj k,All Participants,"March 4, 2021",12:32:51 PM,functions that help them calculate the time taken by each technology,0,0
1669,Neeraj k,All Participants,"March 4, 2021",12:33:19 PM,there are tools and libraries which they should research,0,0
1670,Sarah Jiang,All Participants,"March 4, 2021",12:33:28 PM,Got it ,0,0
1671,Neeraj k,All Participants,"March 4, 2021",12:33:37 PM,ok,0,0
1672,Sarah Jiang,All Participants,"March 4, 2021",12:35:06 PM,General update: all teams have finished coding their tasks and have moved onto the research portion of the pair assignment ,0,0
1673,Neeraj k,All Participants,"March 4, 2021",12:35:18 PM,wonderfful,0,0
1674,Neeraj k,All Participants,"March 4, 2021",12:35:34 PM,can i now check the status tracker with all the details,0,0
1675,Neeraj k,All Participants,"March 4, 2021",12:35:35 PM,?,0,0
1676,Sarah Jiang,All Participants,"March 4, 2021",12:35:42 PM,Yes ,1,0
1677,Neeraj k,All Participants,"March 4, 2021",12:35:43 PM,have you updated it ?,0,0
1678,Sarah Jiang,All Participants,"March 4, 2021",12:35:56 PM,The start and end times are up to date,0,0
1679,Neeraj k,All Participants,"March 4, 2021",12:36:24 PM,and the links to the files ,0,0
1680,Sarah Jiang,All Participants,"March 4, 2021",12:36:25 PM,"Marc wants to work on research first, and he says he'll link his output and code before end of day ",0,0
1681,Neeraj k,All Participants,"March 4, 2021",12:36:31 PM,on the drive and links to the output ?,0,0
1682,Sarah Jiang,All Participants,"March 4, 2021",12:36:36 PM,Other than that everybody has linked,0,0
1683,Neeraj k,All Participants,"March 4, 2021",12:36:41 PM,ok,0,0
1684,Neeraj k,All Participants,"March 4, 2021",12:36:47 PM,thanks,0,0
1685,Sarah Jiang,All Participants,"March 4, 2021",1:32:55 PM,General Update: All links have been added to the paired task google sheet,0,0
1686,Rain Sung,All Participants,"March 4, 2021",1:39:57 PM,yes,1,0
1687,Hamza Waseem,All Participants,"March 4, 2021",1:39:58 PM,yes,1,0
1688,Arpit Hasmukhbhai Patel,All Participants,"March 4, 2021",1:39:58 PM,yes,1,0
1689,Marc Larock,All Participants,"March 4, 2021",1:39:58 PM,I'm back.,0,0
1690,Aaron Alvarez,All Participants,"March 4, 2021",1:39:59 PM,yes,1,0
1691,Abtin Khodadadi,All Participants,"March 4, 2021",1:39:59 PM,I'm back,0,0
1692,Sarah Jiang,All Participants,"March 4, 2021",1:40:02 PM,back,0,0
1693,Sarah Jiang,All Participants,"March 4, 2021",2:13:13 PM,@Neeraj should there be code screenshots in the powerpoint or should they show the actual code,0,0
1694,Sarah Jiang,All Participants,"March 4, 2021",2:15:30 PM,"Also, is Q4 of the Research part a standalone question, or is it connected to Q2 and 3 in some way",0,0
1695,Neeraj k,All Participants,"March 4, 2021",2:16:24 PM,when ever you want to run the code --- have a slide that says refer code and the while presenting you can show that in the IDE,0,0
1696,Neeraj k,All Participants,"March 4, 2021",2:16:55 PM,Q4 is related to 2 n 3,0,0
1697,Neeraj k,All Participants,"March 4, 2021",2:17:04 PM,you need to compare,0,0
1698,Sarah Jiang,All Participants,"March 4, 2021",2:18:01 PM,Ok got it thank you for clarifying ,0,0
1699,Neeraj k,All Participants,"March 4, 2021",2:18:14 PM,ok,0,0
1700,Sarah Jiang,All Participants,"March 4, 2021",2:40:47 PM,Can you elaborate more on what you mean/want from proof of concept?,0,0
1701,Rain Sung,All Participants,"March 4, 2021",2:46:41 PM,"Neeraj, we have a networking event at 5 EST. will the session be over by that time?",0,0
1702,Sarah Jiang,All Participants,"March 4, 2021",2:47:33 PM,"To confirm, the 45 minutes of presentation time includes time spent going over the 12 tasks? ",0,0
1703,Sarah Jiang,All Participants,"March 4, 2021",2:49:51 PM,"Ok, by that you mean research should be presented for 45 minutes and 15 minutes be set aside for the code? ",0,0
1704,Sarah Jiang,All Participants,"March 4, 2021",2:50:55 PM,Ok got it ,0,0
1705,Sarah Jiang,All Participants,"March 4, 2021",2:51:42 PM,"@All most time spent on research + supporting code, followed by code review in terms of time allocation for your presentation ",0,0
1706,Neeraj k,All Participants,"March 4, 2021",2:52:16 PM,yess,0,0
1707,Hamza Waseem,All Participants,"March 4, 2021",3:41:32 PM,yes,1,0
1708,Sarah Jiang,All Participants,"March 4, 2021",3:41:32 PM,yes,1,0
1709,Miguel Angel Garza Robledo,All Participants,"March 4, 2021",3:41:32 PM,yes,1,0
1710,Aaron Alvarez,All Participants,"March 4, 2021",3:41:43 PM,yes,1,0
1711,Arpit Hasmukhbhai Patel,All Participants,"March 4, 2021",3:41:44 PM,yes,1,0
1712,Jacob Sears,All Participants,"March 4, 2021",3:41:48 PM,yes,1,0
1713,Marc Larock,All Participants,"March 4, 2021",3:41:55 PM,yes,1,0
1714,Jacob Sears,All Participants,"March 4, 2021",3:43:15 PM,done,0,0
1715,Sarah Jiang,All Participants,"March 4, 2021",3:43:17 PM,yes ,1,0
1716,Sarah Jiang,All Participants,"March 4, 2021",3:43:38 PM,I'm meeting with teams currently ,0,0
1717,Neeraj k,All Participants,"March 4, 2021",3:43:49 PM,ok,0,0
1718,Abtin Khodadadi,All Participants,"March 4, 2021",3:43:53 PM,I didn't get my score.,0,0
1719,Neeraj k,All Participants,"March 4, 2021",3:44:56 PM,can you please check your cognizant id ?,0,0
1720,Neeraj k,All Participants,"March 4, 2021",3:45:44 PM,let me know if you got the score ?,0,0
1721,Abtin Khodadadi,All Participants,"March 4, 2021",3:45:53 PM,"Yes, it's sent to my cognizant email.",0,0
1722,Neeraj k,All Participants,"March 4, 2021",3:46:00 PM,ok,0,0
1723,Neeraj k,All Participants,"March 4, 2021",3:46:02 PM,thanks,0,0
1724,Abtin Khodadadi,All Participants,"March 4, 2021",3:46:06 PM,thanks,0,0
1725,Rain Sung,All Participants,"March 4, 2021",3:57:03 PM,thanks,0,0
1726,Marc Larock,All Participants,"March 4, 2021",3:57:04 PM,thanks,0,0
1727,Hamza Waseem,All Participants,"March 4, 2021",3:57:06 PM,thank you,0,0
1728,Sarah Jiang,All Participants,"March 17, 2021",11:20:00 AM,hello ,0,0
1729,Marc Larock,All Participants,"March 17, 2021",11:20:00 AM,yes!,0,0
1730,Hamza Waseem,All Participants,"March 17, 2021",11:20:01 AM,back,0,0
1731,Arpit Hasmukhbhai Patel,All Participants,"March 17, 2021",11:20:02 AM,yes,1,0
1732,Jacob Sears,All Participants,"March 17, 2021",11:20:02 AM,ye,0,0
1733,Aaron Alvarez,All Participants,"March 17, 2021",11:20:05 AM,yes,1,0
1734,Miguel Angel Garza Robledo,All Participants,"March 17, 2021",11:20:13 AM,yes,1,0
1735,Abtin Khodadadi,All Participants,"March 17, 2021",11:26:31 AM,"SELECT Top(5) NAME, ListPrice, Size, Weight FROM [SalesLT].[Product] WHERE ListPrice > 2000",0,0
1736,Abtin Khodadadi,All Participants,"March 17, 2021",11:28:11 AM,{ ,0,0
1737,,,"""NAME"" : ""Road-150"",",,,,
1738,,,"""ListPrice"" : 3578,2700,",,,,
1739,,,"""Size"": 62,",,,,
1740,,,"""Weight"": 6803.85",,,,
1741,,,},,,,
1742,Sarah Jiang,All Participants,"March 17, 2021",11:28:38 AM,no questions,0,1
1743,Marc Larock,All Participants,"March 17, 2021",11:28:39 AM,no question so far,0,1
1744,Leonardo A Lamboglia,All Participants,"March 17, 2021",11:40:35 AM,Core (SqL)?,0,0
1745,Marc Larock,All Participants,"March 17, 2021",11:40:36 AM,mongodb,0,0
1746,Wayne Tam,All Participants,"March 17, 2021",11:40:51 AM,thinking sql as well,0,0
1747,Arpit Hasmukhbhai Patel,All Participants,"March 17, 2021",11:40:54 AM,core SQL,0,0
1748,Leonardo A Lamboglia,All Participants,"March 17, 2021",11:42:18 AM,GREMLIN OR CASSANDRA,0,0
1749,Marc Larock,All Participants,"March 17, 2021",11:42:25 AM,i'd say gremlin,0,0
1750,Leonardo A Lamboglia,All Participants,"March 17, 2021",11:42:28 AM,Gremlin,0,0
1751,Leonardo A Lamboglia,All Participants,"March 17, 2021",11:42:33 AM,sorry cassandra isn't,0,0
1752,Leonardo A Lamboglia,All Participants,"March 17, 2021",11:42:39 AM,what I thought it was,0,0
1753,Leonardo A Lamboglia,All Participants,"March 17, 2021",11:42:41 AM,for a second,0,0
1754,Sarah Jiang,All Participants,"March 17, 2021",11:42:53 AM,"It seems like there's a lot of relationships to keep track of, so probably Gremlin",0,0
1755,Sarah Jiang,All Participants,"March 17, 2021",11:45:02 AM,yes,1,0
1756,Marc Larock,All Participants,"March 17, 2021",11:50:28 AM,no questions from me,0,1
1757,Leonardo A Lamboglia,All Participants,"March 17, 2021",11:52:04 AM,deployed,0,0
1758,Marc Larock,All Participants,"March 17, 2021",11:52:24 AM,yes,1,0
1759,Arpit Hasmukhbhai Patel,All Participants,"March 17, 2021",11:52:24 AM,yes,1,0
1760,Aaron Alvarez,All Participants,"March 17, 2021",11:52:27 AM,yes,1,0
1761,Miguel Angel Garza Robledo,All Participants,"March 17, 2021",11:52:27 AM,yes,1,0
1762,Sarah Jiang,All Participants,"March 17, 2021",11:52:28 AM,yes,1,0
1763,Neeraj K,All Participants,"March 17, 2021",11:58:00 AM,cosmos db has a lot of features but is great only when you want to go serverless ,0,0
1764,Neeraj K,All Participants,"March 17, 2021",11:58:49 AM,the reason you have items is to read and write faster with low latency,0,0
1765,Abtin Khodadadi,All Participants,"March 17, 2021",11:59:10 AM,{,0,0
1766,,,"""id"": ""1"",",,,,
1767,,,"""NAME"" : ""Road-150"",",,,,
1768,,,"""ListPrice"" : ""35782700"",",,,,
1769,,,"""Size"": ""62"",",,,,
1770,,,"""Weight"": ""6803.85""",,,,
1771,,,},,,,
1772,Aaron Alvarez,All Participants,"March 17, 2021",12:03:36 PM,yes,1,0
1773,Abtin Khodadadi,All Participants,"March 17, 2021",12:03:36 PM,yes,1,0
1774,Marc Larock,All Participants,"March 17, 2021",12:03:36 PM,yes,1,0
1775,Jacob Sears,All Participants,"March 17, 2021",12:03:37 PM,yes,1,0
1776,Rain Sung,All Participants,"March 17, 2021",12:03:41 PM,yes,1,0
1777,Sarah Jiang,All Participants,"March 17, 2021",12:03:41 PM,yes,1,0
1778,Marc Larock,All Participants,"March 17, 2021",12:04:55 PM,yes,1,0
1779,Sarah Jiang,All Participants,"March 17, 2021",12:04:57 PM,yes,1,0
